,SMILES,SMILES_opp,TR/TE,F/L_class,@/@@_class,R/S_class
3235,N#C[C@]1(Cc2ccccc2)CCc2cc(C3=CCCCC3)cnc21,N#C[C@@]1(Cc2ccccc2)CCc2cc(C3=CCCCC3)cnc21,TR,F,@,S
3236,N#C[C@@]1(Cc2ccccc2)CCc2ccc(-c3ccc(-c4ccccc4)cc3)nc21,N#C[C@]1(Cc2ccccc2)CCc2ccc(-c3ccc(-c4ccccc4)cc3)nc21,TR,F,@@,R
3237,N#C[C@]1(Cc2ccccc2)CCc2ccc(-c3ccc(-c4ccccc4)cc3)nc21,N#C[C@@]1(Cc2ccccc2)CCc2ccc(-c3ccc(-c4ccccc4)cc3)nc21,TR,L,@,S
3238,N#C[C@@]1(Cc2ccccc2)CCc2ccc(-c3ccc(C(F)(F)F)cc3)nc21,N#C[C@]1(Cc2ccccc2)CCc2ccc(-c3ccc(C(F)(F)F)cc3)nc21,TR,F,@@,R
3239,N#C[C@]1(Cc2ccccc2)CCc2ccc(-c3ccc(C(F)(F)F)cc3)nc21,N#C[C@@]1(Cc2ccccc2)CCc2ccc(-c3ccc(C(F)(F)F)cc3)nc21,TR,L,@,S
3240,N#C[C@@]1(Cc2ccccc2)CCc2ccc(-c3ccc(N)cc3)nc21,N#C[C@]1(Cc2ccccc2)CCc2ccc(-c3ccc(N)cc3)nc21,TR,F,@@,R
3241,N#C[C@]1(Cc2ccccc2)CCc2ccc(-c3ccc(N)cc3)nc21,N#C[C@@]1(Cc2ccccc2)CCc2ccc(-c3ccc(N)cc3)nc21,TR,L,@,S
3242,N#C[C@@]1(Cc2ccccc2)CCc2ccc(-c3ccc4ccccc4c3)nc21,N#C[C@]1(Cc2ccccc2)CCc2ccc(-c3ccc4ccccc4c3)nc21,TR,F,@@,R
3243,N#C[C@]1(Cc2ccccc2)CCc2ccc(-c3ccc4ccccc4c3)nc21,N#C[C@@]1(Cc2ccccc2)CCc2ccc(-c3ccc4ccccc4c3)nc21,TR,L,@,S
3244,N#C[C@@]1(Cc2ccccc2)CCc2ccc(-c3cccc(O)c3)nc21,N#C[C@]1(Cc2ccccc2)CCc2ccc(-c3cccc(O)c3)nc21,TR,F,@@,R
3245,N#C[C@]1(Cc2ccccc2)CCc2ccc(-c3cccc(O)c3)nc21,N#C[C@@]1(Cc2ccccc2)CCc2ccc(-c3cccc(O)c3)nc21,TR,L,@,S
3246,N#C[C@@]1(Cc2ccccc2)CCc2ccc(-c3cccs3)nc21,N#C[C@]1(Cc2ccccc2)CCc2ccc(-c3cccs3)nc21,TR,F,@@,R
3247,N#C[C@]1(Cc2ccccc2)CCc2ccc(-c3cccs3)nc21,N#C[C@@]1(Cc2ccccc2)CCc2ccc(-c3cccs3)nc21,TR,L,@,S
3248,N#C[C@@]1(Cc2ccco2)CCc2ccc(-c3ccccc3)nc21,N#C[C@]1(Cc2ccco2)CCc2ccc(-c3ccccc3)nc21,TR,F,@@,R
3249,N#C[C@]1(Cc2ccco2)CCc2ccc(-c3ccccc3)nc21,N#C[C@@]1(Cc2ccco2)CCc2ccc(-c3ccccc3)nc21,TR,L,@,S
3250,N#Cc1ccc(-c2ccc3c(n2)[C@](C#N)(Cc2ccccc2)CC3)cc1,N#Cc1ccc(-c2ccc3c(n2)[C@@](C#N)(Cc2ccccc2)CC3)cc1,TR,F,@,R
3251,N#Cc1ccc(-c2ccc3c(n2)[C@@](C#N)(Cc2ccccc2)CC3)cc1,N#Cc1ccc(-c2ccc3c(n2)[C@](C#N)(Cc2ccccc2)CC3)cc1,TR,L,@@,S
3252,N#Cc1ccc([C@@H](CO)CSc2nc3ccccc3s2)cc1,N#Cc1ccc([C@H](CO)CSc2nc3ccccc3s2)cc1,TR,L,@@,S
3253,N#Cc1ccc([C@H](CO)CSc2nc3ccccc3s2)cc1,N#Cc1ccc([C@@H](CO)CSc2nc3ccccc3s2)cc1,TR,F,@,R
3254,N#Cc1ccc(C#C[C@@]2(O)C(=O)Nc3ccccc32)cc1,N#Cc1ccc(C#C[C@]2(O)C(=O)Nc3ccccc32)cc1,TR,F,@@,S
3255,N#Cc1ccc(C#C[C@]2(O)C(=O)Nc3ccccc32)cc1,N#Cc1ccc(C#C[C@@]2(O)C(=O)Nc3ccccc32)cc1,TR,L,@,R
3256,N#Cc1ccc(C2=C(c3ccc(C#N)cc3)[C@]3(C=Nc4ccccc43)c3ccccc32)cc1,N#Cc1ccc(C2=C(c3ccc(C#N)cc3)[C@@]3(C=Nc4ccccc43)c3ccccc32)cc1,TR,L,@,R
3257,N#Cc1ccc(C2=C(c3ccc(C#N)cc3)[C@@]3(C=Nc4ccccc43)c3ccccc32)cc1,N#Cc1ccc(C2=C(c3ccc(C#N)cc3)[C@]3(C=Nc4ccccc43)c3ccccc32)cc1,TR,F,@@,S
3258,N#Cc1ccc([S@](=O)c2ccccc2)cc1,N#Cc1ccc([S@@](=O)c2ccccc2)cc1,TR,F,@,R
3259,N#Cc1ccc([S@@](=O)c2ccccc2)cc1,N#Cc1ccc([S@](=O)c2ccccc2)cc1,TR,L,@@,S
3260,N#Cc1ccc([S@](=O)Cc2ccccc2)cc1,N#Cc1ccc([S@@](=O)Cc2ccccc2)cc1,TR,L,@,R
3261,N#Cc1ccc([S@@](=O)Cc2ccccc2)cc1,N#Cc1ccc([S@](=O)Cc2ccccc2)cc1,TR,F,@@,S
3262,N#CCCCC#C[C@@]1(O)C(=O)Nc2ccccc21,N#CCCCC#C[C@]1(O)C(=O)Nc2ccccc21,TR,F,@@,S
3263,N#CCCCC#C[C@]1(O)C(=O)Nc2ccccc21,N#CCCCC#C[C@@]1(O)C(=O)Nc2ccccc21,TR,L,@,R
3264,NC(=O)C[C@H](O)c1ccccc1,NC(=O)C[C@@H](O)c1ccccc1,TR,F,@,S
3265,NC(=O)C[C@@H](O)c1ccccc1,NC(=O)C[C@H](O)c1ccccc1,TR,L,@@,R
3266,N[C@@]1(c2ccccc2)C(=O)N(Cc2c(Cl)cccc2Cl)c2ccccc21,N[C@]1(c2ccccc2)C(=O)N(Cc2c(Cl)cccc2Cl)c2ccccc21,TR,F,@@,R
3267,N[C@]1(c2ccccc2)C(=O)N(Cc2c(Cl)cccc2Cl)c2ccccc21,N[C@@]1(c2ccccc2)C(=O)N(Cc2c(Cl)cccc2Cl)c2ccccc21,TR,L,@,S
3268,Nc1ccc(C#C[C@@]2(O)C(=O)Nc3ccccc32)cc1,Nc1ccc(C#C[C@]2(O)C(=O)Nc3ccccc32)cc1,TR,F,@@,S
3269,Nc1ccc(C#C[C@]2(O)C(=O)Nc3ccccc32)cc1,Nc1ccc(C#C[C@@]2(O)C(=O)Nc3ccccc32)cc1,TR,L,@,R
3270,O=[N+]([O-])c1ccccc1S(=O)(=O)N1CC(c2ccccc2)(c2ccccc2)C[C@@H]1CBr,O=[N+]([O-])c1ccccc1S(=O)(=O)N1CC(c2ccccc2)(c2ccccc2)C[C@H]1CBr,TR,F,@@,R
3271,O=[N+]([O-])c1ccccc1S(=O)(=O)N1CC(c2ccccc2)(c2ccccc2)C[C@H]1CBr,O=[N+]([O-])c1ccccc1S(=O)(=O)N1CC(c2ccccc2)(c2ccccc2)C[C@@H]1CBr,TR,L,@,S
3272,O=[N+]([O-])C[C@H](O)c1ccccc1F,O=[N+]([O-])C[C@@H](O)c1ccccc1F,TR,L,@,R
3273,O=[N+]([O-])C[C@@H](O)c1ccccc1F,O=[N+]([O-])C[C@H](O)c1ccccc1F,TR,F,@@,S
3274,O=C(c1ccc(F)cc1)[C@H]1CCc2ccccc2N1,O=C(c1ccc(F)cc1)[C@@H]1CCc2ccccc2N1,TR,L,@,R
3275,O=C(c1ccc(F)cc1)[C@@H]1CCc2ccccc2N1,O=C(c1ccc(F)cc1)[C@H]1CCc2ccccc2N1,TR,F,@@,S
3276,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1ccc(-c2ccccc2)cc1,O=C(c1nccn1-c1ccccc1)[C@H](F)c1ccc(-c2ccccc2)cc1,TR,L,@@,S
3277,O=C(c1nccn1-c1ccccc1)[C@H](F)c1ccc(-c2ccccc2)cc1,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1ccc(-c2ccccc2)cc1,TR,F,@,R
3278,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1ccc(Br)cc1,O=C(c1nccn1-c1ccccc1)[C@H](F)c1ccc(Br)cc1,TR,L,@@,S
3279,O=C(c1nccn1-c1ccccc1)[C@H](F)c1ccc(Br)cc1,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1ccc(Br)cc1,TR,F,@,R
3280,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1ccc(Cl)cc1,O=C(c1nccn1-c1ccccc1)[C@H](F)c1ccc(Cl)cc1,TR,L,@@,S
3281,O=C(c1nccn1-c1ccccc1)[C@H](F)c1ccc(Cl)cc1,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1ccc(Cl)cc1,TR,F,@,R
3282,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1ccc(F)cc1,O=C(c1nccn1-c1ccccc1)[C@H](F)c1ccc(F)cc1,TR,L,@@,S
3283,O=C(c1nccn1-c1ccccc1)[C@H](F)c1ccc(F)cc1,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1ccc(F)cc1,TR,F,@,R
3284,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1ccc2c(c1)OCC2,O=C(c1nccn1-c1ccccc1)[C@H](F)c1ccc2c(c1)OCC2,TR,L,@@,S
3285,O=C(c1nccn1-c1ccccc1)[C@H](F)c1ccc2c(c1)OCC2,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1ccc2c(c1)OCC2,TR,F,@,R
3286,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1cccc(Cl)c1,O=C(c1nccn1-c1ccccc1)[C@H](F)c1cccc(Cl)c1,TR,L,@@,S
3287,O=C(c1nccn1-c1ccccc1)[C@H](F)c1cccc(Cl)c1,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1cccc(Cl)c1,TR,F,@,R
3288,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1ccccc1Cl,O=C(c1nccn1-c1ccccc1)[C@H](F)c1ccccc1Cl,TR,L,@@,S
3289,O=C(c1nccn1-c1ccccc1)[C@H](F)c1ccccc1Cl,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1ccccc1Cl,TR,F,@,R
3290,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1ccsc1,O=C(c1nccn1-c1ccccc1)[C@H](F)c1ccsc1,TR,L,@@,S
3291,O=C(c1nccn1-c1ccccc1)[C@H](F)c1ccsc1,O=C(c1nccn1-c1ccccc1)[C@@H](F)c1ccsc1,TR,F,@,R
3292,O=C(C[C@@H](c1ccccc1)c1cn(S(=O)(=O)C(F)(F)F)c2ccccc12)c1ccccc1,O=C(C[C@H](c1ccccc1)c1cn(S(=O)(=O)C(F)(F)F)c2ccccc12)c1ccccc1,TR,F,@@,S
3293,O=C(C[C@H](c1ccccc1)c1cn(S(=O)(=O)C(F)(F)F)c2ccccc12)c1ccccc1,O=C(C[C@@H](c1ccccc1)c1cn(S(=O)(=O)C(F)(F)F)c2ccccc12)c1ccccc1,TR,L,@,R
3294,O=C(C[C@@H](c1ccccc1)P(=S)(c1ccccc1)c1ccccc1)Oc1ccc2ccccc2c1,O=C(C[C@H](c1ccccc1)P(=S)(c1ccccc1)c1ccccc1)Oc1ccc2ccccc2c1,TR,L,@@,S
3295,O=C(C[C@H](c1ccccc1)P(=S)(c1ccccc1)c1ccccc1)Oc1ccc2ccccc2c1,O=C(C[C@@H](c1ccccc1)P(=S)(c1ccccc1)c1ccccc1)Oc1ccc2ccccc2c1,TR,F,@,R
3296,O=C(C[C@H](CC(F)(F)F)c1ccccc1)c1ccccc1,O=C(C[C@@H](CC(F)(F)F)c1ccccc1)c1ccccc1,TR,F,@,R
3297,O=C(C[C@@H](CC(F)(F)F)c1ccccc1)c1ccccc1,O=C(C[C@H](CC(F)(F)F)c1ccccc1)c1ccccc1,TR,L,@@,S
3298,O=C(C[C@@H](Cc1ccccc1)S(=O)(=O)c1ccccc1)c1ccccc1,O=C(C[C@H](Cc1ccccc1)S(=O)(=O)c1ccccc1)c1ccccc1,TR,L,@@,R
3299,O=C(C[C@H](Cc1ccccc1)S(=O)(=O)c1ccccc1)c1ccccc1,O=C(C[C@@H](Cc1ccccc1)S(=O)(=O)c1ccccc1)c1ccccc1,TR,F,@,S
3300,O=C(C[C@]1(CO)COCCS1)NCc1ccccc1,O=C(C[C@@]1(CO)COCCS1)NCc1ccccc1,TR,F,@,S
3301,O=C(C[C@@]1(CO)COCCS1)NCc1ccccc1,O=C(C[C@]1(CO)COCCS1)NCc1ccccc1,TR,L,@@,R
3302,O=C(CCc1c([C@@H](c2ccccc2)c2cc(Br)ccc2O)[nH]c2ccccc12)Sc1ccccc1,O=C(CCc1c([C@H](c2ccccc2)c2cc(Br)ccc2O)[nH]c2ccccc12)Sc1ccccc1,TR,F,@@,S
3303,O=C(CCc1c([C@H](c2ccccc2)c2cc(Br)ccc2O)[nH]c2ccccc12)Sc1ccccc1,O=C(CCc1c([C@@H](c2ccccc2)c2cc(Br)ccc2O)[nH]c2ccccc12)Sc1ccccc1,TR,L,@,R
3304,O=C(CCc1c([C@@H](c2ccccc2)c2ccc(Cl)cc2O)[nH]c2ccccc12)Sc1ccccc1,O=C(CCc1c([C@H](c2ccccc2)c2ccc(Cl)cc2O)[nH]c2ccccc12)Sc1ccccc1,TR,F,@@,S
3305,O=C(CCc1c([C@H](c2ccccc2)c2ccc(Cl)cc2O)[nH]c2ccccc12)Sc1ccccc1,O=C(CCc1c([C@@H](c2ccccc2)c2ccc(Cl)cc2O)[nH]c2ccccc12)Sc1ccccc1,TR,L,@,R
3306,O=C(CCC[C@@H](O)c1ccc(F)cc1)Nc1ccccc1,O=C(CCC[C@H](O)c1ccc(F)cc1)Nc1ccccc1,TR,L,@@,R
3307,O=C(CCC[C@H](O)c1ccc(F)cc1)Nc1ccccc1,O=C(CCC[C@@H](O)c1ccc(F)cc1)Nc1ccccc1,TR,F,@,S
3308,O=C(CCC[C@@H](O)c1ccccc1)Nc1ccccc1,O=C(CCC[C@H](O)c1ccccc1)Nc1ccccc1,TR,L,@@,R
3309,O=C(CCC[C@H](O)c1ccccc1)Nc1ccccc1,O=C(CCC[C@@H](O)c1ccccc1)Nc1ccccc1,TR,F,@,S
3310,O=C(CNC(=O)[C@H](C/C=C/c1ccccc1)N=C(c1ccccc1)c1ccccc1)NCC(=O)OCc1ccccc1,O=C(CNC(=O)[C@@H](C/C=C/c1ccccc1)N=C(c1ccccc1)c1ccccc1)NCC(=O)OCc1ccccc1,TR,L,@,S
3311,O=C(CNC(=O)[C@@H](C/C=C/c1ccccc1)N=C(c1ccccc1)c1ccccc1)NCC(=O)OCc1ccccc1,O=C(CNC(=O)[C@H](C/C=C/c1ccccc1)N=C(c1ccccc1)c1ccccc1)NCC(=O)OCc1ccccc1,TR,F,@@,R
3312,O=C(CNC(=O)[C@H](C/C=C/c1ccccc1)N=C(c1ccccc1)c1ccccc1)OCc1ccccc1,O=C(CNC(=O)[C@@H](C/C=C/c1ccccc1)N=C(c1ccccc1)c1ccccc1)OCc1ccccc1,TR,L,@,S
3313,O=C(CNC(=O)[C@@H](C/C=C/c1ccccc1)N=C(c1ccccc1)c1ccccc1)OCc1ccccc1,O=C(CNC(=O)[C@H](C/C=C/c1ccccc1)N=C(c1ccccc1)c1ccccc1)OCc1ccccc1,TR,F,@@,R
3314,O=C(NC(c1ccccc1)c1ccccc1)[C@H](C/C=C/c1ccc(F)cc1)N=C(c1ccccc1)c1ccccc1,O=C(NC(c1ccccc1)c1ccccc1)[C@@H](C/C=C/c1ccc(F)cc1)N=C(c1ccccc1)c1ccccc1,TR,F,@,S
3315,O=C(NC(c1ccccc1)c1ccccc1)[C@@H](C/C=C/c1ccc(F)cc1)N=C(c1ccccc1)c1ccccc1,O=C(NC(c1ccccc1)c1ccccc1)[C@H](C/C=C/c1ccc(F)cc1)N=C(c1ccccc1)c1ccccc1,TR,L,@@,R
3316,O=C(NC(c1ccccc1)c1ccccc1)[C@H](C/C=C/c1ccc2c(c1)OCO2)N=C(c1ccccc1)c1ccccc1,O=C(NC(c1ccccc1)c1ccccc1)[C@@H](C/C=C/c1ccc2c(c1)OCO2)N=C(c1ccccc1)c1ccccc1,TR,L,@,S
3317,O=C(NC(c1ccccc1)c1ccccc1)[C@@H](C/C=C/c1ccc2c(c1)OCO2)N=C(c1ccccc1)c1ccccc1,O=C(NC(c1ccccc1)c1ccccc1)[C@H](C/C=C/c1ccc2c(c1)OCO2)N=C(c1ccccc1)c1ccccc1,TR,F,@@,R
3318,O=C(NC(c1ccccc1)c1ccccc1)[C@H](C/C=C/c1cccc(Cl)c1)N=C(c1ccccc1)c1ccccc1,O=C(NC(c1ccccc1)c1ccccc1)[C@@H](C/C=C/c1cccc(Cl)c1)N=C(c1ccccc1)c1ccccc1,TR,F,@,S
3319,O=C(NC(c1ccccc1)c1ccccc1)[C@@H](C/C=C/c1cccc(Cl)c1)N=C(c1ccccc1)c1ccccc1,O=C(NC(c1ccccc1)c1ccccc1)[C@H](C/C=C/c1cccc(Cl)c1)N=C(c1ccccc1)c1ccccc1,TR,L,@@,R
3320,O=C(NC(c1ccccc1)c1ccccc1)[C@H](C/C=C/c1cccc(F)c1)N=C(c1ccccc1)c1ccccc1,O=C(NC(c1ccccc1)c1ccccc1)[C@@H](C/C=C/c1cccc(F)c1)N=C(c1ccccc1)c1ccccc1,TR,F,@,S
3321,O=C(NC(c1ccccc1)c1ccccc1)[C@@H](C/C=C/c1cccc(F)c1)N=C(c1ccccc1)c1ccccc1,O=C(NC(c1ccccc1)c1ccccc1)[C@H](C/C=C/c1cccc(F)c1)N=C(c1ccccc1)c1ccccc1,TR,L,@@,R
3322,O=C(NC(c1ccccc1)c1ccccc1)[C@H](C/C=C/c1ccccc1F)N=C(c1ccccc1)c1ccccc1,O=C(NC(c1ccccc1)c1ccccc1)[C@@H](C/C=C/c1ccccc1F)N=C(c1ccccc1)c1ccccc1,TR,L,@,S
3323,O=C(NC(c1ccccc1)c1ccccc1)[C@@H](C/C=C/c1ccccc1F)N=C(c1ccccc1)c1ccccc1,O=C(NC(c1ccccc1)c1ccccc1)[C@H](C/C=C/c1ccccc1F)N=C(c1ccccc1)c1ccccc1,TR,F,@@,R
3324,O=C(NC(c1ccccc1)c1ccccc1)[C@H](C/C=C/c1ccco1)N=C(c1ccccc1)c1ccccc1,O=C(NC(c1ccccc1)c1ccccc1)[C@@H](C/C=C/c1ccco1)N=C(c1ccccc1)c1ccccc1,TR,F,@,S
3325,O=C(NC(c1ccccc1)c1ccccc1)[C@@H](C/C=C/c1ccco1)N=C(c1ccccc1)c1ccccc1,O=C(NC(c1ccccc1)c1ccccc1)[C@H](C/C=C/c1ccco1)N=C(c1ccccc1)c1ccccc1,TR,L,@@,R
3326,O=C(N[C@@H](c1ccccc1CCCC(F)(F)F)c1cn(Cc2ccccc2)c2ccc(F)cc12)c1ccccc1,O=C(N[C@H](c1ccccc1CCCC(F)(F)F)c1cn(Cc2ccccc2)c2ccc(F)cc12)c1ccccc1,TR,L,@@,S
3327,O=C(N[C@H](c1ccccc1CCCC(F)(F)F)c1cn(Cc2ccccc2)c2ccc(F)cc12)c1ccccc1,O=C(N[C@@H](c1ccccc1CCCC(F)(F)F)c1cn(Cc2ccccc2)c2ccc(F)cc12)c1ccccc1,TR,F,@,R
3328,O=C(N[C@@H](OCc1ccccc1)c1ccccc1CCCC(F)(F)F)c1ccccc1,O=C(N[C@H](OCc1ccccc1)c1ccccc1CCCC(F)(F)F)c1ccccc1,TR,L,@@,S
3329,O=C(N[C@H](OCc1ccccc1)c1ccccc1CCCC(F)(F)F)c1ccccc1,O=C(N[C@@H](OCc1ccccc1)c1ccccc1CCCC(F)(F)F)c1ccccc1,TR,F,@,R
3330,O=C(NCc1ccccc1)[C@H](C/C=C/c1ccccc1)N=C(c1ccccc1)c1ccccc1,O=C(NCc1ccccc1)[C@@H](C/C=C/c1ccccc1)N=C(c1ccccc1)c1ccccc1,TR,F,@,S
3331,O=C(NCc1ccccc1)[C@@H](C/C=C/c1ccccc1)N=C(c1ccccc1)c1ccccc1,O=C(NCc1ccccc1)[C@H](C/C=C/c1ccccc1)N=C(c1ccccc1)c1ccccc1,TR,L,@@,R
3332,O=C(NCc1ccccc1)[C@H](F)CCc1ccccc1,O=C(NCc1ccccc1)[C@@H](F)CCc1ccccc1,TR,F,@,R
3333,O=C(NCc1ccccc1)[C@@H](F)CCc1ccccc1,O=C(NCc1ccccc1)[C@H](F)CCc1ccccc1,TR,L,@@,S
3334,O=C(NNc1ccccc1)[C@H](F)CCc1ccccc1,O=C(NNc1ccccc1)[C@@H](F)CCc1ccccc1,TR,L,@,R
3335,O=C(NNc1ccccc1)[C@@H](F)CCc1ccccc1,O=C(NNc1ccccc1)[C@H](F)CCc1ccccc1,TR,F,@@,S
3336,O=C(O)[C@@H]1CCc2cc(F)ccc2O1,O=C(O)[C@H]1CCc2cc(F)ccc2O1,TR,F,@@,S
3337,O=C(O)[C@H]1CCc2cc(F)ccc2O1,O=C(O)[C@@H]1CCc2cc(F)ccc2O1,TR,L,@,R
3338,O=C(O)C[C@@H](c1ccccc1)P(=S)(c1ccccc1)c1ccccc1,O=C(O)C[C@H](c1ccccc1)P(=S)(c1ccccc1)c1ccccc1,TR,L,@@,S
3339,O=C(O)C[C@H](c1ccccc1)P(=S)(c1ccccc1)c1ccccc1,O=C(O)C[C@@H](c1ccccc1)P(=S)(c1ccccc1)c1ccccc1,TR,F,@,R
3340,O=C(O[C@H](C(=O)c1ccccc1)c1ccccc1Cl)c1ccccc1,O=C(O[C@@H](C(=O)c1ccccc1)c1ccccc1Cl)c1ccccc1,TR,L,@,S
3341,O=C(O[C@@H](C(=O)c1ccccc1)c1ccccc1Cl)c1ccccc1,O=C(O[C@H](C(=O)c1ccccc1)c1ccccc1Cl)c1ccccc1,TR,F,@@,R
3342,O=C(OC[C@H](O)c1ccc(F)cc1)c1ccccc1,O=C(OC[C@@H](O)c1ccc(F)cc1)c1ccccc1,TR,L,@,R
3343,O=C(OC[C@@H](O)c1ccc(F)cc1)c1ccccc1,O=C(OC[C@H](O)c1ccc(F)cc1)c1ccccc1,TR,F,@@,S
3344,O=C(OCc1ccccc1)[C@@H](c1ccc(Br)cc1)n1c2ccccc2c2ccccc21,O=C(OCc1ccccc1)[C@H](c1ccc(Br)cc1)n1c2ccccc2c2ccccc21,TR,L,@@,R
3345,O=C(OCc1ccccc1)[C@H](c1ccc(Br)cc1)n1c2ccccc2c2ccccc21,O=C(OCc1ccccc1)[C@@H](c1ccc(Br)cc1)n1c2ccccc2c2ccccc21,TR,F,@,S
3346,O=C(OCc1ccccc1)[C@@H](c1ccccc1)n1c2ccccc2c2ccccc21,O=C(OCc1ccccc1)[C@H](c1ccccc1)n1c2ccccc2c2ccccc21,TR,L,@@,R
3347,O=C(OCc1ccccc1)[C@H](c1ccccc1)n1c2ccccc2c2ccccc21,O=C(OCc1ccccc1)[C@@H](c1ccccc1)n1c2ccccc2c2ccccc21,TR,F,@,S
3348,O=C1[C@H](Cc2ccc(Br)cc2)Oc2ccccc2N1Cc1ccccc1,O=C1[C@@H](Cc2ccc(Br)cc2)Oc2ccccc2N1Cc1ccccc1,TR,L,@,S
3349,O=C1[C@@H](Cc2ccc(Br)cc2)Oc2ccccc2N1Cc1ccccc1,O=C1[C@H](Cc2ccc(Br)cc2)Oc2ccccc2N1Cc1ccccc1,TR,F,@@,R
3350,O=C1[C@H](Cc2ccc(C(F)(F)F)cc2)CN1Cc1ccccc1,O=C1[C@@H](Cc2ccc(C(F)(F)F)cc2)CN1Cc1ccccc1,TR,L,@,R
3351,O=C1[C@@H](Cc2ccc(C(F)(F)F)cc2)CN1Cc1ccccc1,O=C1[C@H](Cc2ccc(C(F)(F)F)cc2)CN1Cc1ccccc1,TR,F,@@,S
3352,O=C1[C@H](Cc2ccc(Cl)cc2)CN1Cc1ccccc1,O=C1[C@@H](Cc2ccc(Cl)cc2)CN1Cc1ccccc1,TR,L,@,R
3353,O=C1[C@@H](Cc2ccc(Cl)cc2)CN1Cc1ccccc1,O=C1[C@H](Cc2ccc(Cl)cc2)CN1Cc1ccccc1,TR,F,@@,S
3354,O=C1[C@H](Cc2ccc(F)cc2)CN1Cc1ccccc1,O=C1[C@@H](Cc2ccc(F)cc2)CN1Cc1ccccc1,TR,L,@,R
3355,O=C1[C@@H](Cc2ccc(F)cc2)CN1Cc1ccccc1,O=C1[C@H](Cc2ccc(F)cc2)CN1Cc1ccccc1,TR,F,@@,S
3356,O=C1[C@H](Cc2ccc3c(c2)OCO3)Oc2ccccc2N1Cc1ccccc1,O=C1[C@@H](Cc2ccc3c(c2)OCO3)Oc2ccccc2N1Cc1ccccc1,TR,L,@,S
3357,O=C1[C@@H](Cc2ccc3c(c2)OCO3)Oc2ccccc2N1Cc1ccccc1,O=C1[C@H](Cc2ccc3c(c2)OCO3)Oc2ccccc2N1Cc1ccccc1,TR,F,@@,R
3358,O=C1[C@H](Cc2ccc3ccccc3c2)CN1Cc1ccccc1,O=C1[C@@H](Cc2ccc3ccccc3c2)CN1Cc1ccccc1,TR,L,@,R
3359,O=C1[C@@H](Cc2ccc3ccccc3c2)CN1Cc1ccccc1,O=C1[C@H](Cc2ccc3ccccc3c2)CN1Cc1ccccc1,TR,F,@@,S
3360,O=C1[C@H](Cc2cccc(Cl)c2)CN1Cc1ccccc1,O=C1[C@@H](Cc2cccc(Cl)c2)CN1Cc1ccccc1,TR,L,@,R
3361,O=C1[C@@H](Cc2cccc(Cl)c2)CN1Cc1ccccc1,O=C1[C@H](Cc2cccc(Cl)c2)CN1Cc1ccccc1,TR,F,@@,S
3362,O=C1[C@H](CC2CCCC2)Oc2ccccc2N1Cc1ccccc1,O=C1[C@@H](CC2CCCC2)Oc2ccccc2N1Cc1ccccc1,TR,L,@,S
3363,O=C1[C@@H](CC2CCCC2)Oc2ccccc2N1Cc1ccccc1,O=C1[C@H](CC2CCCC2)Oc2ccccc2N1Cc1ccccc1,TR,F,@@,R
3364,O=C1[C@H](Cc2ccccc2)CN1c1ccc(F)cc1,O=C1[C@@H](Cc2ccccc2)CN1c1ccc(F)cc1,TR,F,@,R
3365,O=C1[C@@H](Cc2ccccc2)CN1c1ccc(F)cc1,O=C1[C@H](Cc2ccccc2)CN1c1ccc(F)cc1,TR,L,@@,S
3366,O=C1[C@H](Cc2ccccc2)CN1c1ccccc1,O=C1[C@@H](Cc2ccccc2)CN1c1ccccc1,TR,F,@,R
3367,O=C1[C@@H](Cc2ccccc2)CN1c1ccccc1,O=C1[C@H](Cc2ccccc2)CN1c1ccccc1,TR,L,@@,S
3368,O=C1[C@H](Cc2ccccc2)CN1Cc1ccccc1,O=C1[C@@H](Cc2ccccc2)CN1Cc1ccccc1,TR,L,@,R
3369,O=C1[C@@H](Cc2ccccc2)CN1Cc1ccccc1,O=C1[C@H](Cc2ccccc2)CN1Cc1ccccc1,TR,F,@@,S
3370,O=C1[C@H](CC2CCCCC2)Oc2ccccc2N1Cc1ccccc1,O=C1[C@@H](CC2CCCCC2)Oc2ccccc2N1Cc1ccccc1,TR,L,@,S
3371,O=C1[C@@H](CC2CCCCC2)Oc2ccccc2N1Cc1ccccc1,O=C1[C@H](CC2CCCCC2)Oc2ccccc2N1Cc1ccccc1,TR,F,@@,R
3372,O=C1c2ccccc2C(=O)N1CCO[C@H](c1ccccc1)c1ccccc1O,O=C1c2ccccc2C(=O)N1CCO[C@@H](c1ccccc1)c1ccccc1O,TR,F,@,R
